,question_class,question,questions,image_id,correct_answer,correct_idx,model_answers,microns_per_pixel,domain,subdomain,modality,submodality,normal_or_abnormal
20,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in ophthalmology.', 'A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in biology.', 'A micrograph, typically studied in cytology.', 'none of the above']",e551d6a5-69bb-4613-b395-42e8c90785f7,"A micrograph, typically studied in pathology.",2,"{'pred': [4], 'probs': [[0.008448714390397072, 5.34468526893761e-05, 0.08827302604913712, 0.4375605285167694, 0.46502622961997986, 0.0006380535778589547]], 'pred_prompt': ['A micrograph, typically studied in cytology.']}",none,none,none,none,none,none
21,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in ophthalmology.', 'A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in biology.', 'A microscopy image frequently studied in cytology.', 'none of the above']",e551d6a5-69bb-4613-b395-42e8c90785f7,A microscopy image frequently studied in pathology.,2,"{'pred': [3], 'probs': [[0.00542231323197484, 0.00020369957201182842, 0.09604095667600632, 0.5613296031951904, 0.3368676006793976, 0.00013587602006737143]], 'pred_prompt': ['A microscopy image frequently studied in biology.']}",none,none,none,none,none,none
22,stain_0,A micrograph stained with {class}.,"['A micrograph stained with IHC(Red).', 'A micrograph stained with Toluidine Blue.', 'A micrograph stained with Giemsa.', 'A micrograph without any staining.', 'A micrograph stained with Masson Trichrome.', 'none of the above']",e551d6a5-69bb-4613-b395-42e8c90785f7,A micrograph stained with Giemsa.,2,"{'pred': [2], 'probs': [[0.004060845822095871, 0.0003177165053784847, 0.9954354166984558, 4.885459020442795e-06, 1.3960260730527807e-05, 0.00016707711620256305]], 'pred_prompt': ['A micrograph stained with Giemsa.']}",none,none,none,none,none,none
23,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with IHC(Red).', 'A microscopy image stained with Toluidine Blue.', 'A microscopy image stained with Giemsa.', 'A microscopy image without any staining.', 'A microscopy image stained with Masson Trichrome.', 'none of the above']",e551d6a5-69bb-4613-b395-42e8c90785f7,A microscopy image stained with Giemsa.,2,"{'pred': [2], 'probs': [[0.00740207452327013, 0.0006780342082493007, 0.9918238520622253, 3.4622389648575336e-05, 3.5808807297144085e-05, 2.5637422368163243e-05]], 'pred_prompt': ['A microscopy image stained with Giemsa.']}",none,none,none,none,none,none
24,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through light microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'A micrograph acquired through electron microscopy.', 'none of the above']",76b94418-5c38-4c1e-add4-7a3094cbc0b6,A micrograph acquired through light microscopy.,0,"{'pred': [2], 'probs': [[0.15598760545253754, 0.03588750958442688, 0.43224766850471497, 0.3758772313594818]], 'pred_prompt': ['A micrograph acquired through electron microscopy.']}",none,none,none,none,none,none
25,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through light microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'A microscopy image obtained through electron microscopy.', 'none of the above']",76b94418-5c38-4c1e-add4-7a3094cbc0b6,A microscopy image obtained through light microscopy.,0,"{'pred': [0], 'probs': [[0.5989691615104675, 0.020487233996391296, 0.3637493848800659, 0.016794195398688316]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",none,none,none,none,none,none
26,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through polarized light microscopy.', 'A micrograph acquired through mixed.', 'A micrograph acquired through phase contrast microscopy.', 'A micrograph acquired through differential interference contrast microscopy.', 'none of the above']",76b94418-5c38-4c1e-add4-7a3094cbc0b6,A micrograph acquired through brightfield microscopy.,0,"{'pred': [5], 'probs': [[0.08782021701335907, 0.002013411605730653, 0.0077385082840919495, 0.3318190276622772, 0.07519932091236115, 0.4954095184803009]], 'pred_prompt': ['none of the above']}",none,none,none,none,none,none
27,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through polarized light microscopy.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through phase contrast microscopy.', 'A microscopy image obtained through differential interference contrast microscopy.', 'none of the above']",76b94418-5c38-4c1e-add4-7a3094cbc0b6,A microscopy image obtained through brightfield microscopy.,0,"{'pred': [3], 'probs': [[0.22507993876934052, 0.004733170848339796, 0.003756944090127945, 0.46562495827674866, 0.20835836231708527, 0.09244664758443832]], 'pred_prompt': ['A microscopy image obtained through phase contrast microscopy.']}",none,none,none,none,none,none
28,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in pathology.', 'A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in cytology.', 'A micrograph, typically studied in radiology.', 'A micrograph, typically studied in ophthalmology.', 'none of the above']",76b94418-5c38-4c1e-add4-7a3094cbc0b6,"A micrograph, typically studied in pathology.",0,"{'pred': [3], 'probs': [[0.001236181822605431, 5.104156457491626e-07, 0.018352119252085686, 0.9763586521148682, 0.002850895281881094, 0.0012016891269013286]], 'pred_prompt': ['A micrograph, typically studied in radiology.']}",none,none,none,none,none,none
29,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in cytology.', 'A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in ophthalmology.', 'none of the above']",76b94418-5c38-4c1e-add4-7a3094cbc0b6,A microscopy image frequently studied in pathology.,0,"{'pred': [2], 'probs': [[0.03540278971195221, 0.00019781912851613015, 0.6156820058822632, 0.2873823046684265, 0.007606116589158773, 0.053728990256786346]], 'pred_prompt': ['A microscopy image frequently studied in cytology.']}",none,none,none,none,none,none
30,stain_0,A micrograph stained with {class}.,"['A micrograph stained with PAS.', 'A micrograph without any staining.', 'A micrograph stained with Toluidine Blue.', 'A micrograph stained with Giemsa.', 'A micrograph stained with Masson Trichrome.', 'none of the above']",76b94418-5c38-4c1e-add4-7a3094cbc0b6,A micrograph stained with Giemsa.,3,"{'pred': [3], 'probs': [[0.0005023883422836661, 2.0708097508759238e-05, 0.028065111488103867, 0.969333827495575, 9.280490303353872e-06, 0.0020687473006546497]], 'pred_prompt': ['A micrograph stained with Giemsa.']}",none,none,none,none,none,none
31,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with PAS.', 'A microscopy image without any staining.', 'A microscopy image stained with Toluidine Blue.', 'A microscopy image stained with Giemsa.', 'A microscopy image stained with Masson Trichrome.', 'none of the above']",76b94418-5c38-4c1e-add4-7a3094cbc0b6,A microscopy image stained with Giemsa.,3,"{'pred': [3], 'probs': [[0.00209641782566905, 0.0003887143393512815, 0.08576050400733948, 0.909641683101654, 6.398333061952144e-05, 0.0020487450528889894]], 'pred_prompt': ['A microscopy image stained with Giemsa.']}",none,none,none,none,none,none
32,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through fluorescence microscopy.', 'A micrograph acquired through electron microscopy.', 'A micrograph acquired through light microscopy.', 'none of the above']",e3fa96ce-9b29-44da-82c7-afb27d8f3b45,A micrograph acquired through light microscopy.,2,"{'pred': [2], 'probs': [[0.3388633131980896, 0.2584143579006195, 0.3718917667865753, 0.03083059936761856]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",none,none,none,none,none,none
33,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through fluorescence microscopy.', 'A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through light microscopy.', 'none of the above']",e3fa96ce-9b29-44da-82c7-afb27d8f3b45,A microscopy image obtained through light microscopy.,2,"{'pred': [2], 'probs': [[0.038874685764312744, 0.30118241906166077, 0.6595754027366638, 0.00036749025457538664]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",none,none,none,none,none,none
34,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through mixed.', 'A micrograph acquired through phase contrast microscopy.', 'A micrograph acquired through synthetic.', 'A micrograph acquired through darkfield microscopy.', 'none of the above']",e3fa96ce-9b29-44da-82c7-afb27d8f3b45,A micrograph acquired through brightfield microscopy.,0,"{'pred': [2], 'probs': [[0.18837414681911469, 0.07283751666545868, 0.5369004011154175, 0.01841961406171322, 0.14814874529838562, 0.035319533199071884]], 'pred_prompt': ['A micrograph acquired through phase contrast microscopy.']}",none,none,none,none,none,none
35,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through phase contrast microscopy.', 'A microscopy image obtained through synthetic.', 'A microscopy image obtained through darkfield microscopy.', 'none of the above']",e3fa96ce-9b29-44da-82c7-afb27d8f3b45,A microscopy image obtained through brightfield microscopy.,0,"{'pred': [2], 'probs': [[0.39362633228302, 0.01699010841548443, 0.5131593942642212, 0.013970964588224888, 0.06026366353034973, 0.001989566721022129]], 'pred_prompt': ['A microscopy image obtained through phase contrast microscopy.']}",none,none,none,none,none,none
36,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in ophthalmology.', 'A micrograph, typically studied in radiology.', 'A micrograph, typically studied in biology.', 'none of the above']",e3fa96ce-9b29-44da-82c7-afb27d8f3b45,"A micrograph, typically studied in pathology.",1,"{'pred': [3], 'probs': [[5.142374561728502e-07, 0.000363970611942932, 3.637927511590533e-05, 0.9960259199142456, 0.0035582028795033693, 1.5077747775649186e-05]], 'pred_prompt': ['A micrograph, typically studied in radiology.']}",none,none,none,none,none,none
37,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in ophthalmology.', 'A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in biology.', 'none of the above']",e3fa96ce-9b29-44da-82c7-afb27d8f3b45,A microscopy image frequently studied in pathology.,1,"{'pred': [3], 'probs': [[0.00016433815471827984, 0.01030692644417286, 0.0012503195321187377, 0.7329890131950378, 0.25470858812332153, 0.0005807543057017028]], 'pred_prompt': ['A microscopy image frequently studied in radiology.']}",none,none,none,none,none,none
38,stain_0,A micrograph stained with {class}.,"['A micrograph stained with Papanicolaou.', 'A micrograph stained with Gram.', 'A micrograph stained with H&E.', 'A micrograph stained with Ziehl-Neelsen.', 'A micrograph stained with Giemsa.', 'none of the above']",e3fa96ce-9b29-44da-82c7-afb27d8f3b45,A micrograph stained with Giemsa.,4,"{'pred': [4], 'probs': [[4.6797096729278564e-05, 2.4295199182233773e-05, 7.371096580754966e-05, 6.326124548650114e-07, 0.9997912049293518, 6.344037683447823e-05]], 'pred_prompt': ['A micrograph stained with Giemsa.']}",none,none,none,none,none,none
39,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with Papanicolaou.', 'A microscopy image stained with Gram.', 'A microscopy image stained with H&E.', 'A microscopy image stained with Ziehl-Neelsen.', 'A microscopy image stained with Giemsa.', 'none of the above']",e3fa96ce-9b29-44da-82c7-afb27d8f3b45,A microscopy image stained with Giemsa.,4,"{'pred': [4], 'probs': [[3.0075516406213865e-05, 1.285722100874409e-05, 0.001570552121847868, 1.0974288215948036e-06, 0.9983641505241394, 2.1319616280379705e-05]], 'pred_prompt': ['A microscopy image stained with Giemsa.']}",none,none,none,none,none,none
40,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through fluorescence microscopy.', 'A micrograph acquired through light microscopy.', 'A micrograph acquired through electron microscopy.', 'none of the above']",543cf645-28e6-41fe-9866-01cfdcb673ff,A micrograph acquired through light microscopy.,1,"{'pred': [0], 'probs': [[0.7054376602172852, 0.15385642647743225, 0.12751057744026184, 0.013195344246923923]], 'pred_prompt': ['A micrograph acquired through fluorescence microscopy.']}",none,none,none,none,none,none
41,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through fluorescence microscopy.', 'A microscopy image obtained through light microscopy.', 'A microscopy image obtained through electron microscopy.', 'none of the above']",543cf645-28e6-41fe-9866-01cfdcb673ff,A microscopy image obtained through light microscopy.,1,"{'pred': [1], 'probs': [[0.22069470584392548, 0.47455278038978577, 0.304416686296463, 0.0003357974055688828]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",none,none,none,none,none,none
42,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through mixed.', 'A micrograph acquired through differential interference contrast microscopy.', 'A micrograph acquired through synthetic.', 'A micrograph acquired through phase contrast microscopy.', 'none of the above']",543cf645-28e6-41fe-9866-01cfdcb673ff,A micrograph acquired through brightfield microscopy.,0,"{'pred': [4], 'probs': [[0.1489546000957489, 0.03812592104077339, 0.35758736729621887, 0.02551206387579441, 0.4109608232975006, 0.01885916292667389]], 'pred_prompt': ['A micrograph acquired through phase contrast microscopy.']}",none,none,none,none,none,none
43,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through differential interference contrast microscopy.', 'A microscopy image obtained through synthetic.', 'A microscopy image obtained through phase contrast microscopy.', 'none of the above']",543cf645-28e6-41fe-9866-01cfdcb673ff,A microscopy image obtained through brightfield microscopy.,0,"{'pred': [2], 'probs': [[0.2723560631275177, 0.004386493470519781, 0.3966069519519806, 0.030203400179743767, 0.2958117425441742, 0.0006354224169626832]], 'pred_prompt': ['A microscopy image obtained through differential interference contrast microscopy.']}",none,none,none,none,none,none
44,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in pathology.', 'A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in cytology.', 'A micrograph, typically studied in ophthalmology.', 'A micrograph, typically studied in radiology.', 'none of the above']",543cf645-28e6-41fe-9866-01cfdcb673ff,"A micrograph, typically studied in pathology.",0,"{'pred': [4], 'probs': [[0.00039607813232578337, 1.2261984920769464e-06, 0.005840454250574112, 0.0004035882302559912, 0.99333655834198, 2.2075184460845776e-05]], 'pred_prompt': ['A micrograph, typically studied in radiology.']}",none,none,none,none,none,none
45,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in cytology.', 'A microscopy image frequently studied in ophthalmology.', 'A microscopy image frequently studied in radiology.', 'none of the above']",543cf645-28e6-41fe-9866-01cfdcb673ff,A microscopy image frequently studied in pathology.,0,"{'pred': [4], 'probs': [[0.012818625196814537, 0.00046690230374224484, 0.21152858436107635, 0.01672893948853016, 0.7581634521484375, 0.00029351774719543755]], 'pred_prompt': ['A microscopy image frequently studied in radiology.']}",none,none,none,none,none,none
46,stain_0,A micrograph stained with {class}.,"['A micrograph stained with Papanicolaou.', 'A micrograph stained with Ziehl-Neelsen.', 'A micrograph stained with Toluidine Blue.', 'A micrograph stained with Giemsa.', 'A micrograph stained with PAS.', 'none of the above']",543cf645-28e6-41fe-9866-01cfdcb673ff,A micrograph stained with Giemsa.,3,"{'pred': [3], 'probs': [[0.00039021926932036877, 2.5055558580788784e-05, 0.0009719835943542421, 0.997870683670044, 0.0005126606556586921, 0.00022940289636608213]], 'pred_prompt': ['A micrograph stained with Giemsa.']}",none,none,none,none,none,none
47,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with Papanicolaou.', 'A microscopy image stained with Ziehl-Neelsen.', 'A microscopy image stained with Toluidine Blue.', 'A microscopy image stained with Giemsa.', 'A microscopy image stained with PAS.', 'none of the above']",543cf645-28e6-41fe-9866-01cfdcb673ff,A microscopy image stained with Giemsa.,3,"{'pred': [3], 'probs': [[0.00012390931078698486, 4.551045276457444e-05, 0.0020369435660541058, 0.997148334980011, 0.0005968153127469122, 4.8505167796975e-05]], 'pred_prompt': ['A microscopy image stained with Giemsa.']}",none,none,none,none,none,none
48,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through light microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'A micrograph acquired through electron microscopy.', 'none of the above']",782e1e20-d5a2-4169-a843-cf742cfb68da,A micrograph acquired through light microscopy.,0,"{'pred': [2], 'probs': [[0.2749969959259033, 0.04101499915122986, 0.5071280598640442, 0.17685988545417786]], 'pred_prompt': ['A micrograph acquired through electron microscopy.']}",none,none,none,none,none,none
