,question_class,question,questions,image_id,correct_answer,correct_idx,model_answers,microns_per_pixel,domain,subdomain,modality,submodality,normal_or_abnormal
10,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through darkfield microscopy.', 'A micrograph acquired through mixed.', 'A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through polarized light microscopy.', 'A micrograph acquired through differential interference contrast microscopy.', 'none of the above']",3243dbab-dd15-459b-9b6a-7b4a00502f2f,A micrograph acquired through brightfield microscopy.,2,"{'pred': [2], 'probs': [[0.0025175479240715504, 0.004286146257072687, 0.952027440071106, 0.0035629565827548504, 0.03759438917040825, 1.150617390521802e-05]], 'pred_prompt': ['A micrograph acquired through brightfield microscopy.']}",none,none,none,none,none,none
11,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through darkfield microscopy.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through polarized light microscopy.', 'A microscopy image obtained through differential interference contrast microscopy.', 'none of the above']",3243dbab-dd15-459b-9b6a-7b4a00502f2f,A microscopy image obtained through brightfield microscopy.,2,"{'pred': [2], 'probs': [[0.006840303540229797, 0.01039010938256979, 0.9291109442710876, 0.0004074305761605501, 0.05324777960777283, 3.445733682383434e-06]], 'pred_prompt': ['A microscopy image obtained through brightfield microscopy.']}",none,none,none,none,none,none
12,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in biology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in radiology.', 'A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in ophthalmology.', 'none of the above']",3243dbab-dd15-459b-9b6a-7b4a00502f2f,"A micrograph, typically studied in pathology.",1,"{'pred': [1], 'probs': [[0.1356409639120102, 0.7975096106529236, 0.06368626654148102, 0.0009303336264565587, 0.002232188358902931, 5.29972055574035e-07]], 'pred_prompt': ['A micrograph, typically studied in pathology.']}",none,none,none,none,none,none
13,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in biology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in ophthalmology.', 'none of the above']",3243dbab-dd15-459b-9b6a-7b4a00502f2f,A microscopy image frequently studied in pathology.,1,"{'pred': [0], 'probs': [[0.525489330291748, 0.12854748964309692, 0.33157750964164734, 0.005150585900992155, 0.009226257912814617, 8.837710083753336e-06]], 'pred_prompt': ['A microscopy image frequently studied in biology.']}",none,none,none,none,none,none
14,stain_0,A micrograph stained with {class}.,"['A micrograph stained with Papanicolaou.', 'A micrograph stained with Alcian Blue.', 'A micrograph stained with IHC(HDab).', 'A micrograph stained with H&E.', 'A micrograph stained with Congo Red.', 'none of the above']",3243dbab-dd15-459b-9b6a-7b4a00502f2f,A micrograph stained with IHC(HDab).,2,"{'pred': [2], 'probs': [[0.00020607677288353443, 5.530714588530827e-07, 0.9993908405303955, 6.923289765836671e-05, 0.0003332538763061166, 1.6287645676626994e-09]], 'pred_prompt': ['A micrograph stained with IHC(HDab).']}",none,none,none,none,none,none
15,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with Papanicolaou.', 'A microscopy image stained with Alcian Blue.', 'A microscopy image stained with IHC(HDab).', 'A microscopy image stained with H&E.', 'A microscopy image stained with Congo Red.', 'none of the above']",3243dbab-dd15-459b-9b6a-7b4a00502f2f,A microscopy image stained with IHC(HDab).,2,"{'pred': [2], 'probs': [[0.0005510060000233352, 2.16655234908103e-06, 0.9982718229293823, 4.8753128794487566e-05, 0.001126194023527205, 1.0822524210141182e-08]], 'pred_prompt': ['A microscopy image stained with IHC(HDab).']}",none,none,none,none,none,none
16,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through electron microscopy.', 'A micrograph acquired through light microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'none of the above']",c4386633-5cea-46d2-97c4-07d00293a22f,A micrograph acquired through light microscopy.,1,"{'pred': [1], 'probs': [[0.0009888109052553773, 0.9931123852729797, 0.005625701509416103, 0.00027316881460137665]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",none,none,none,none,none,none
17,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through light microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'none of the above']",c4386633-5cea-46d2-97c4-07d00293a22f,A microscopy image obtained through light microscopy.,1,"{'pred': [1], 'probs': [[0.00029956179787404835, 0.9974378347396851, 0.0022391737438738346, 2.348082125536166e-05]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",none,none,none,none,none,none
18,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through darkfield microscopy.', 'A micrograph acquired through mixed.', 'A micrograph acquired through synthetic.', 'A micrograph acquired through phase contrast microscopy.', 'none of the above']",c4386633-5cea-46d2-97c4-07d00293a22f,A micrograph acquired through brightfield microscopy.,0,"{'pred': [0], 'probs': [[0.991701066493988, 0.002792804269120097, 0.001010904205031693, 7.493897413723971e-08, 0.004393287003040314, 0.00010191278124693781]], 'pred_prompt': ['A micrograph acquired through brightfield microscopy.']}",none,none,none,none,none,none
19,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through darkfield microscopy.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through synthetic.', 'A microscopy image obtained through phase contrast microscopy.', 'none of the above']",c4386633-5cea-46d2-97c4-07d00293a22f,A microscopy image obtained through brightfield microscopy.,0,"{'pred': [0], 'probs': [[0.9349943995475769, 0.01777656003832817, 0.0009564229403622448, 4.047888069180772e-06, 0.04622018337249756, 4.827823431696743e-05]], 'pred_prompt': ['A microscopy image obtained through brightfield microscopy.']}",none,none,none,none,none,none
20,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in biology.', 'A micrograph, typically studied in radiology.', 'A micrograph, typically studied in cytology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in ophthalmology.', 'none of the above']",c4386633-5cea-46d2-97c4-07d00293a22f,"A micrograph, typically studied in pathology.",3,"{'pred': [3], 'probs': [[0.15913690626621246, 0.013976436108350754, 0.00044351283577270806, 0.8230949640274048, 0.0033395723439753056, 8.611423254478723e-06]], 'pred_prompt': ['A micrograph, typically studied in pathology.']}",none,none,none,none,none,none
21,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in biology.', 'A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in cytology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in ophthalmology.', 'none of the above']",c4386633-5cea-46d2-97c4-07d00293a22f,A microscopy image frequently studied in pathology.,3,"{'pred': [0], 'probs': [[0.4414558708667755, 0.13235507905483246, 0.12012465298175812, 0.2996918261051178, 0.006137377116829157, 0.000235257379245013]], 'pred_prompt': ['A microscopy image frequently studied in biology.']}",none,none,none,none,none,none
22,stain_0,A micrograph stained with {class}.,"['A micrograph stained with Alcian Blue.', 'A micrograph stained with IHC(Red).', 'A micrograph stained with Papanicolaou.', 'A micrograph stained with Ziehl-Neelsen.', 'A micrograph stained with IHC(HDab).', 'none of the above']",c4386633-5cea-46d2-97c4-07d00293a22f,A micrograph stained with IHC(HDab).,4,"{'pred': [4], 'probs': [[2.6658087790565332e-06, 3.341603223816492e-05, 2.737352360782097e-06, 2.0415747712831944e-05, 0.9999407529830933, 6.267059315945289e-09]], 'pred_prompt': ['A micrograph stained with IHC(HDab).']}",none,none,none,none,none,none
23,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with Alcian Blue.', 'A microscopy image stained with IHC(Red).', 'A microscopy image stained with Papanicolaou.', 'A microscopy image stained with Ziehl-Neelsen.', 'A microscopy image stained with IHC(HDab).', 'none of the above']",c4386633-5cea-46d2-97c4-07d00293a22f,A microscopy image stained with IHC(HDab).,4,"{'pred': [4], 'probs': [[2.2760943465982564e-05, 0.00011977445683442056, 1.6706120732123964e-05, 0.0002150032960344106, 0.9996256828308105, 9.558805658116398e-08]], 'pred_prompt': ['A microscopy image stained with IHC(HDab).']}",none,none,none,none,none,none
24,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through electron microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'A micrograph acquired through light microscopy.', 'none of the above']",37147055-eff9-4051-9303-0e601a7f727f,A micrograph acquired through light microscopy.,2,"{'pred': [2], 'probs': [[0.002134682610630989, 0.012021448463201523, 0.9858433604240417, 5.71700070395309e-07]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",none,none,none,none,none,none
25,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'A microscopy image obtained through light microscopy.', 'none of the above']",37147055-eff9-4051-9303-0e601a7f727f,A microscopy image obtained through light microscopy.,2,"{'pred': [2], 'probs': [[0.009813500568270683, 0.00786528643220663, 0.9823211431503296, 1.0225443247691146e-07]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",none,none,none,none,none,none
26,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through synthetic.', 'A micrograph acquired through polarized light microscopy.', 'A micrograph acquired through darkfield microscopy.', 'A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through mixed.', 'none of the above']",37147055-eff9-4051-9303-0e601a7f727f,A micrograph acquired through brightfield microscopy.,3,"{'pred': [3], 'probs': [[1.4835208617114404e-07, 0.2746116518974304, 0.013684763573110104, 0.6565827131271362, 0.05512046813964844, 1.7398620855146874e-07]], 'pred_prompt': ['A micrograph acquired through brightfield microscopy.']}",none,none,none,none,none,none
27,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through synthetic.', 'A microscopy image obtained through polarized light microscopy.', 'A microscopy image obtained through darkfield microscopy.', 'A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through mixed.', 'none of the above']",37147055-eff9-4051-9303-0e601a7f727f,A microscopy image obtained through brightfield microscopy.,3,"{'pred': [3], 'probs': [[1.154931669589132e-05, 0.07163684815168381, 0.10519805550575256, 0.786496639251709, 0.03665690869092941, 8.75284484891381e-08]], 'pred_prompt': ['A microscopy image obtained through brightfield microscopy.']}",none,none,none,none,none,none
28,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in cytology.', 'A micrograph, typically studied in radiology.', 'A micrograph, typically studied in ophthalmology.', 'A micrograph, typically studied in biology.', 'A micrograph, typically studied in pathology.', 'none of the above']",37147055-eff9-4051-9303-0e601a7f727f,"A micrograph, typically studied in pathology.",4,"{'pred': [4], 'probs': [[0.00020879728253930807, 0.075619176030159, 9.028382919495925e-05, 0.048797156661748886, 0.8752846121788025, 1.2334797627744365e-09]], 'pred_prompt': ['A micrograph, typically studied in pathology.']}",none,none,none,none,none,none
29,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in cytology.', 'A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in ophthalmology.', 'A microscopy image frequently studied in biology.', 'A microscopy image frequently studied in pathology.', 'none of the above']",37147055-eff9-4051-9303-0e601a7f727f,A microscopy image frequently studied in pathology.,4,"{'pred': [1], 'probs': [[0.05860285460948944, 0.43492937088012695, 0.0018963273614645004, 0.3204944133758545, 0.18407709896564484, 2.208980554030404e-08]], 'pred_prompt': ['A microscopy image frequently studied in radiology.']}",none,none,none,none,none,none
30,stain_0,A micrograph stained with {class}.,"['A micrograph stained with IHC(HDab).', 'A micrograph stained with synthetic.', 'A micrograph stained with Ziehl-Neelsen.', 'A micrograph stained with Wright-Giemsa.', 'A micrograph stained with Toluidine Blue.', 'none of the above']",37147055-eff9-4051-9303-0e601a7f727f,A micrograph stained with IHC(HDab).,0,"{'pred': [0], 'probs': [[0.999984622001648, 8.285511285066605e-06, 3.7400093333417317e-07, 7.805005708405588e-08, 6.693705017823959e-06, 4.6205300870127974e-12]], 'pred_prompt': ['A micrograph stained with IHC(HDab).']}",none,none,none,none,none,none
31,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with IHC(HDab).', 'A microscopy image stained with synthetic.', 'A microscopy image stained with Ziehl-Neelsen.', 'A microscopy image stained with Wright-Giemsa.', 'A microscopy image stained with Toluidine Blue.', 'none of the above']",37147055-eff9-4051-9303-0e601a7f727f,A microscopy image stained with IHC(HDab).,0,"{'pred': [0], 'probs': [[0.996908962726593, 0.0030166504438966513, 1.4744559848622885e-06, 1.7809391295031674e-07, 7.285143510671332e-05, 1.6574264530277993e-11]], 'pred_prompt': ['A microscopy image stained with IHC(HDab).']}",none,none,none,none,none,none
32,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through electron microscopy.', 'A micrograph acquired through light microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'none of the above']",6f825f6c-3716-43c2-b3e7-f09643f6f49e,A micrograph acquired through light microscopy.,1,"{'pred': [1], 'probs': [[0.05070516839623451, 0.9472056031227112, 0.002089258749037981, 3.4128394332810785e-08]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",none,none,none,none,none,none
33,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through light microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'none of the above']",6f825f6c-3716-43c2-b3e7-f09643f6f49e,A microscopy image obtained through light microscopy.,1,"{'pred': [1], 'probs': [[0.12972134351730347, 0.8689884543418884, 0.0012901524314656854, 7.801811641172662e-09]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",none,none,none,none,none,none
34,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through brightfield microscopy.', 'A micrograph acquired through phase contrast microscopy.', 'A micrograph acquired through darkfield microscopy.', 'A micrograph acquired through synthetic.', 'A micrograph acquired through mixed.', 'none of the above']",6f825f6c-3716-43c2-b3e7-f09643f6f49e,A micrograph acquired through brightfield microscopy.,0,"{'pred': [0], 'probs': [[0.658418595790863, 0.03497406840324402, 0.010914147831499577, 8.84188739291858e-06, 0.2956843376159668, 8.22772783237724e-09]], 'pred_prompt': ['A micrograph acquired through brightfield microscopy.']}",none,none,none,none,none,none
35,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through brightfield microscopy.', 'A microscopy image obtained through phase contrast microscopy.', 'A microscopy image obtained through darkfield microscopy.', 'A microscopy image obtained through synthetic.', 'A microscopy image obtained through mixed.', 'none of the above']",6f825f6c-3716-43c2-b3e7-f09643f6f49e,A microscopy image obtained through brightfield microscopy.,0,"{'pred': [0], 'probs': [[0.7149131894111633, 0.23605886101722717, 0.01914241537451744, 2.01306556846248e-05, 0.029865505173802376, 1.848822206440559e-09]], 'pred_prompt': ['A microscopy image obtained through brightfield microscopy.']}",none,none,none,none,none,none
36,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in radiology.', 'A micrograph, typically studied in dermatology.', 'A micrograph, typically studied in ophthalmology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in cytology.', 'none of the above']",6f825f6c-3716-43c2-b3e7-f09643f6f49e,"A micrograph, typically studied in pathology.",3,"{'pred': [3], 'probs': [[0.013788959942758083, 0.003762573003768921, 0.0003904604818671942, 0.9817090034484863, 0.00034902256447821856, 4.851119159154926e-11]], 'pred_prompt': ['A micrograph, typically studied in pathology.']}",none,none,none,none,none,none
37,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in dermatology.', 'A microscopy image frequently studied in ophthalmology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in cytology.', 'none of the above']",6f825f6c-3716-43c2-b3e7-f09643f6f49e,A microscopy image frequently studied in pathology.,3,"{'pred': [0], 'probs': [[0.48777204751968384, 0.02749565616250038, 0.006482143420726061, 0.28912273049354553, 0.18912732601165771, 5.67320945776828e-09]], 'pred_prompt': ['A microscopy image frequently studied in radiology.']}",none,none,none,none,none,none
38,stain_0,A micrograph stained with {class}.,"['A micrograph stained with Wright-Giemsa.', 'A micrograph stained with IHC(HDab).', 'A micrograph stained with synthetic.', 'A micrograph stained with Masson Trichrome.', 'A micrograph stained with PAS.', 'none of the above']",6f825f6c-3716-43c2-b3e7-f09643f6f49e,A micrograph stained with IHC(HDab).,1,"{'pred': [1], 'probs': [[1.0297706467099488e-05, 0.9974794983863831, 0.0024790302850306034, 1.2771187130056205e-06, 2.989502900163643e-05, 4.391480939742315e-13]], 'pred_prompt': ['A micrograph stained with IHC(HDab).']}",none,none,none,none,none,none
39,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with Wright-Giemsa.', 'A microscopy image stained with IHC(HDab).', 'A microscopy image stained with synthetic.', 'A microscopy image stained with Masson Trichrome.', 'A microscopy image stained with PAS.', 'none of the above']",6f825f6c-3716-43c2-b3e7-f09643f6f49e,A microscopy image stained with IHC(HDab).,1,"{'pred': [1], 'probs': [[2.7541875169845298e-05, 0.8354886770248413, 0.16444124281406403, 5.136730123922462e-06, 3.739002931979485e-05, 1.2975267561776693e-12]], 'pred_prompt': ['A microscopy image stained with IHC(HDab).']}",none,none,none,none,none,none
40,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through light microscopy.', 'A micrograph acquired through electron microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'none of the above']",9491fa62-d3d5-4324-a98f-c62529994a93,A micrograph acquired through light microscopy.,0,"{'pred': [0], 'probs': [[0.9859575629234314, 0.009377947077155113, 0.004651948809623718, 1.2557800801005214e-05]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",none,none,none,none,none,none
41,modality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through light microscopy.', 'A microscopy image obtained through electron microscopy.', 'A microscopy image obtained through fluorescence microscopy.', 'none of the above']",9491fa62-d3d5-4324-a98f-c62529994a93,A microscopy image obtained through light microscopy.,0,"{'pred': [0], 'probs': [[0.9893956780433655, 0.007828054018318653, 0.0027680795174092054, 8.191523193090688e-06]], 'pred_prompt': ['A microscopy image obtained through light microscopy.']}",none,none,none,none,none,none
42,submodality_0,A micrograph acquired through {class}.,"['A micrograph acquired through synthetic.', 'A micrograph acquired through phase contrast microscopy.', 'A micrograph acquired through darkfield microscopy.', 'A micrograph acquired through mixed.', 'A micrograph acquired through brightfield microscopy.', 'none of the above']",9491fa62-d3d5-4324-a98f-c62529994a93,A micrograph acquired through brightfield microscopy.,4,"{'pred': [4], 'probs': [[2.1272232686442294e-07, 0.0039359494112432, 0.0026061423122882843, 0.0017799688503146172, 0.9916751384735107, 2.5525525870762067e-06]], 'pred_prompt': ['A micrograph acquired through brightfield microscopy.']}",none,none,none,none,none,none
43,submodality_1,A microscopy image obtained through {class}.,"['A microscopy image obtained through synthetic.', 'A microscopy image obtained through phase contrast microscopy.', 'A microscopy image obtained through darkfield microscopy.', 'A microscopy image obtained through mixed.', 'A microscopy image obtained through brightfield microscopy.', 'none of the above']",9491fa62-d3d5-4324-a98f-c62529994a93,A microscopy image obtained through brightfield microscopy.,4,"{'pred': [4], 'probs': [[3.5462389860185795e-06, 0.026431364938616753, 0.016019420698285103, 0.001135383266955614, 0.956407368183136, 2.873064886443899e-06]], 'pred_prompt': ['A microscopy image obtained through brightfield microscopy.']}",none,none,none,none,none,none
44,domain_0,"A micrograph, typically studied in {class}.","['A micrograph, typically studied in radiology.', 'A micrograph, typically studied in ophthalmology.', 'A micrograph, typically studied in pathology.', 'A micrograph, typically studied in biology.', 'A micrograph, typically studied in dermatology.', 'none of the above']",9491fa62-d3d5-4324-a98f-c62529994a93,"A micrograph, typically studied in pathology.",2,"{'pred': [3], 'probs': [[0.0730019360780716, 0.0014285030774772167, 0.44446319341659546, 0.48106899857521057, 3.7157115002628416e-05, 2.712847049224365e-07]], 'pred_prompt': ['A micrograph, typically studied in biology.']}",none,none,none,none,none,none
45,domain_1,A microscopy image frequently studied in {class}.,"['A microscopy image frequently studied in radiology.', 'A microscopy image frequently studied in ophthalmology.', 'A microscopy image frequently studied in pathology.', 'A microscopy image frequently studied in biology.', 'A microscopy image frequently studied in dermatology.', 'none of the above']",9491fa62-d3d5-4324-a98f-c62529994a93,A microscopy image frequently studied in pathology.,2,"{'pred': [3], 'probs': [[0.07301981747150421, 0.003942331299185753, 0.0929698795080185, 0.8284671902656555, 0.0015489535871893167, 5.182066888664849e-05]], 'pred_prompt': ['A microscopy image frequently studied in biology.']}",none,none,none,none,none,none
46,stain_0,A micrograph stained with {class}.,"['A micrograph stained with IHC(HDab).', 'A micrograph stained with Toluidine Blue.', 'A micrograph stained with Alcian Blue.', 'A micrograph stained with Wright-Giemsa.', 'A micrograph stained with IHC(Red).', 'none of the above']",9491fa62-d3d5-4324-a98f-c62529994a93,A micrograph stained with IHC(HDab).,0,"{'pred': [0], 'probs': [[0.9962908029556274, 0.003543468425050378, 2.519964073144365e-05, 6.276336534938309e-06, 0.00013435969594866037, 3.2781688474869952e-09]], 'pred_prompt': ['A micrograph stained with IHC(HDab).']}",none,none,none,none,none,none
47,stain_1,A microscopy image stained with {class}.,"['A microscopy image stained with IHC(HDab).', 'A microscopy image stained with Toluidine Blue.', 'A microscopy image stained with Alcian Blue.', 'A microscopy image stained with Wright-Giemsa.', 'A microscopy image stained with IHC(Red).', 'none of the above']",9491fa62-d3d5-4324-a98f-c62529994a93,A microscopy image stained with IHC(HDab).,0,"{'pred': [0], 'probs': [[0.8782092332839966, 0.12048786878585815, 0.0004052410658914596, 5.618983777821995e-05, 0.0008413438335992396, 1.6217526876971533e-07]], 'pred_prompt': ['A microscopy image stained with IHC(HDab).']}",none,none,none,none,none,none
48,modality_0,A micrograph acquired through {class}.,"['A micrograph acquired through light microscopy.', 'A micrograph acquired through fluorescence microscopy.', 'A micrograph acquired through electron microscopy.', 'none of the above']",28f4ec33-eb27-4150-adaf-d7bdea8f6871,A micrograph acquired through light microscopy.,0,"{'pred': [0], 'probs': [[0.9385976791381836, 0.00287016318179667, 0.05852891132235527, 3.218765868950868e-06]], 'pred_prompt': ['A micrograph acquired through light microscopy.']}",none,none,none,none,none,none
