question_class,questions,image_id,correct_answer,correct_idx,model_answers,microns_per_pixel,domain,subdomain,modality,submodality,normal_or_abnormal
modality,"['What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",6b0e6971-4c99-47f2-8bc4-7fd05f21323b,light microscopy,2,"{'pred': [2], 'probs': [[9.754727216204628e-05, 1.5920524276680226e-07, 0.999901533126831, 8.302567380269466e-07]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",2.0,,,,,
submodality,"['What is the most likely microscopy submodality used to acquire this image? mixed', 'What is the most likely microscopy submodality used to acquire this image? differential interference contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? darkfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? phase contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",b99a2234-ab35-4fa4-bc6d-02a8d2209796,brightfield microscopy,2,"{'pred': [2], 'probs': [[4.3367617053036156e-08, 1.1930742402910255e-05, 0.9999555349349976, 5.3350659072748385e-06, 2.696908632060513e-05, 8.601237766470149e-08]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy']}",2.0,,,,,
modality,"['What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",794c0dfe-f128-4f34-b786-3da4bd65e1c8,light microscopy,0,"{'pred': [0], 'probs': [[0.998695433139801, 0.0012997182784602046, 2.0218564600327227e-07, 4.6710761125723366e-06]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",2.0,,,,,
submodality,"['What is the most likely microscopy submodality used to acquire this image? phase contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? synthetic', 'What is the most likely microscopy submodality used to acquire this image? differential interference contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? polarized light microscopy', 'What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",3d5d160a-fba7-4ff9-982b-58d4d55b1ad5,brightfield microscopy,4,"{'pred': [4], 'probs': [[0.00018820319382939488, 1.3195790415920783e-07, 8.859823719831184e-05, 0.00011768474359996617, 0.999602735042572, 2.695107468753122e-06]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy']}",2.0,,,,,
domain,"['What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? biology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? cytology', 'What is the most likely field of study this micrograph would be used for? none of the above']",a7a81157-09d8-4f27-a201-5bdf050faac5,pathology,0,"{'pred': [0], 'probs': [[0.9974842071533203, 3.3537583021825412e-06, 0.00010465204832144082, 3.183981971233152e-05, 0.0022888658568263054, 8.70101575856097e-05]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? pathology']}",2.0,,,,,
stain,"['What is the most likely technique used to stain this micrograph? Ziehl-Neelsen', 'What is the most likely technique used to stain this micrograph? synthetic', 'What is the most likely technique used to stain this micrograph? Wright-Giemsa', 'What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? Giemsa', 'What is the most likely technique used to stain this micrograph? none of the above']",30940c42-6eb5-421f-abcb-73f69f1791b0,IHC(HDab),3,"{'pred': [3], 'probs': [[5.740540655096993e-05, 1.851757502890905e-07, 1.406940786097266e-09, 0.9968076944351196, 1.6987675621749077e-07, 0.0031345582101494074]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",2.0,,,,,
stain,"['What is the most likely technique used to stain this micrograph? Giemsa', 'What is the most likely technique used to stain this micrograph? H&E', 'What is the most likely technique used to stain this micrograph? Ziehl-Neelsen', 'What is the most likely technique used to stain this micrograph? synthetic', 'What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? none of the above']",7be85be7-a935-475f-aac3-f7991ac05692,IHC(HDab),4,"{'pred': [4], 'probs': [[0.0002604298642836511, 5.973733550490579e-06, 1.1509073374327272e-05, 2.194936996602337e-06, 0.9995335340499878, 0.00018633040599524975]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",2.0,,,,,
stain,"['What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? Papanicolaou', 'What is the most likely technique used to stain this micrograph? PAS', 'What is the most likely technique used to stain this micrograph? IHC(Red)', 'What is the most likely technique used to stain this micrograph? None', 'What is the most likely technique used to stain this micrograph? none of the above']",ae68da46-8c0c-425a-9660-2fa90669af1e,IHC(HDab),0,"{'pred': [0], 'probs': [[0.9999663829803467, 1.6199946628603357e-07, 8.014008017198648e-07, 2.4007751562749036e-05, 1.0521083595449454e-06, 7.562447080999846e-06]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",2.0,,,,,
domain,"['What is the most likely field of study this micrograph would be used for? dermatology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? cytology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? biology', 'What is the most likely field of study this micrograph would be used for? none of the above']",d2294f5f-f273-45f7-a1c0-a84051e418ee,pathology,3,"{'pred': [3], 'probs': [[2.7357213184586726e-05, 7.360355994023848e-06, 0.0002588979550637305, 0.9996095299720764, 9.584442159393802e-05, 1.00556326287915e-06]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? pathology']}",2.0,,,,,
stain,"['What is the most likely technique used to stain this micrograph? Papanicolaou', 'What is the most likely technique used to stain this micrograph? Congo Red', 'What is the most likely technique used to stain this micrograph? None', 'What is the most likely technique used to stain this micrograph? PAS', 'What is the most likely technique used to stain this micrograph? IHC(Red)', 'What is the most likely technique used to stain this micrograph? none of the above']",f4ffef1e-fb31-44ce-8052-25f9ce3472b4,IHC(Red),4,"{'pred': [4], 'probs': [[2.7555684937397018e-05, 0.003359046299010515, 1.0041911991720553e-05, 6.008491709508235e-06, 0.996569037437439, 2.8198604923090898e-05]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(Red)']}",2.0,,,,,
domain,"['What is the most likely field of study this micrograph would be used for? cytology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? dermatology', 'What is the most likely field of study this micrograph would be used for? none of the above']",ee8789d1-db96-4b64-abfc-a73f868ab360,pathology,1,"{'pred': [1], 'probs': [[0.0007389834499917924, 0.9991255402565002, 1.3602411854662932e-05, 2.473384938639356e-06, 1.2420171515259426e-05, 0.00010690853378036991]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? pathology']}",2.0,,,,,
modality,"['What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",05d8d9cb-38fa-4d31-94c1-5456db400134,light microscopy,2,"{'pred': [2], 'probs': [[2.881663574427762e-09, 1.573065020465947e-07, 0.9999998807907104, 2.5986384155629594e-09]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",2.0,,,,,
domain,"['What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? biology', 'What is the most likely field of study this micrograph would be used for? dermatology', 'What is the most likely field of study this micrograph would be used for? cytology', 'What is the most likely field of study this micrograph would be used for? none of the above']",106db987-7413-4142-9556-92c332ab538b,pathology,1,"{'pred': [1], 'probs': [[4.129907082983664e-08, 0.9963183403015137, 1.2421909559634514e-05, 1.0672117696230998e-06, 0.0036646525841206312, 3.4599299851834076e-06]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? pathology']}",2.0,,,,,
submodality,"['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? phase contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? polarized light microscopy', 'What is the most likely microscopy submodality used to acquire this image? mixed', 'What is the most likely microscopy submodality used to acquire this image? synthetic', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",7be9451b-50de-4e3e-bee8-4e97569874fc,brightfield microscopy,0,"{'pred': [0], 'probs': [[0.9998608827590942, 6.486368511104956e-05, 7.293542876141146e-05, 3.930614695946133e-07, 2.9066390183629665e-08, 9.394784115102084e-07]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy']}",2.0,,,,,
stain,"['What is the most likely technique used to stain this micrograph? Masson Trichrome', 'What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? Gram', 'What is the most likely technique used to stain this micrograph? Congo Red', 'What is the most likely technique used to stain this micrograph? H&E', 'What is the most likely technique used to stain this micrograph? none of the above']",89f094e4-ea4e-4581-83fa-a0b9894bdf92,IHC(HDab),1,"{'pred': [1], 'probs': [[5.040939186073956e-07, 0.9997562766075134, 1.269123231395497e-06, 3.8808342651464045e-05, 2.047486759693129e-06, 0.0002010185708058998]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",2.0,,,,,
domain,"['What is the most likely field of study this micrograph would be used for? biology', 'What is the most likely field of study this micrograph would be used for? dermatology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? none of the above']",f73c5da6-de67-4dba-b955-d2ea44eff2e3,pathology,4,"{'pred': [4], 'probs': [[0.0001021376156131737, 0.00013634611968882382, 1.1675671885313932e-05, 3.908805865648901e-06, 0.9997391104698181, 6.813275831518695e-06]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? pathology']}",2.0,,,,,
stain,"['What is the most likely technique used to stain this micrograph? Gram', 'What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? Giemsa', 'What is the most likely technique used to stain this micrograph? Alcian Blue', 'What is the most likely technique used to stain this micrograph? Wright-Giemsa', 'What is the most likely technique used to stain this micrograph? none of the above']",06eef9cd-7a1a-4afd-9f98-15dc5ec7edde,IHC(HDab),1,"{'pred': [1], 'probs': [[1.282810558222991e-06, 0.9997277855873108, 5.575868271989748e-06, 6.624825914514076e-07, 6.840869559709972e-08, 0.0002645511704031378]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",2.0,,,,,
domain,"['What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? dermatology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? biology', 'What is the most likely field of study this micrograph would be used for? none of the above']",40117f50-db77-4bbd-a992-039a2a1dd107,pathology,0,"{'pred': [0], 'probs': [[0.9946119785308838, 0.0033549126237630844, 1.6773385141277686e-05, 4.5216501121103647e-07, 0.0018045020988211036, 0.00021153992565814406]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? pathology']}",2.0,,,,,
submodality,"['What is the most likely microscopy submodality used to acquire this image? mixed', 'What is the most likely microscopy submodality used to acquire this image? synthetic', 'What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? polarized light microscopy', 'What is the most likely microscopy submodality used to acquire this image? phase contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",b43cd9e3-baa2-4bef-b2c3-d40e1a5188cf,brightfield microscopy,2,"{'pred': [2], 'probs': [[2.9898816933382477e-07, 5.1795122857356546e-08, 0.9998747110366821, 0.00010695769015001133, 1.7721324184094556e-05, 2.5501211098344356e-07]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy']}",2.0,,,,,
domain,"['What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? cytology', 'What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? dermatology', 'What is the most likely field of study this micrograph would be used for? none of the above']",b1518201-4ae5-4588-ab61-b216b04a789d,pathology,3,"{'pred': [3], 'probs': [[3.96062750951387e-05, 0.004871920682489872, 1.0714136806200258e-05, 0.994629442691803, 0.0002952243958134204, 0.00015316446661017835]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? pathology']}",2.0,,,,,
submodality,"['What is the most likely microscopy submodality used to acquire this image? mixed', 'What is the most likely microscopy submodality used to acquire this image? polarized light microscopy', 'What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? darkfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? phase contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",7e29a212-6f0b-4755-8143-e0a8bc12eea5,brightfield microscopy,2,"{'pred': [2], 'probs': [[3.1401484648085898e-06, 7.643861317774281e-05, 0.99959796667099, 0.00014426450070459396, 0.0001671101781539619, 1.1114981134596746e-05]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy']}",2.0,,,,,
submodality,"['What is the most likely microscopy submodality used to acquire this image? mixed', 'What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? darkfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? phase contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? polarized light microscopy', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",62244bc2-8a27-40b8-a272-ce990d4a4412,brightfield microscopy,1,"{'pred': [1], 'probs': [[2.4391655983890814e-07, 0.9995125532150269, 6.425039464375004e-05, 0.00030919795972295105, 0.0001130250166170299, 7.01428973570728e-07]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy']}",2.0,,,,,
modality,"['What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",d4a3a642-9fe5-445c-bcdb-582b4e703256,light microscopy,1,"{'pred': [1], 'probs': [[1.6253078172212554e-07, 0.9999963045120239, 1.7884364069686853e-06, 1.7663097651166026e-06]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",2.0,,,,,
domain,"['What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? biology', 'What is the most likely field of study this micrograph would be used for? dermatology', 'What is the most likely field of study this micrograph would be used for? none of the above']",8e13fcac-6c2e-4d32-848b-55642aa7df70,pathology,0,"{'pred': [0], 'probs': [[0.999491810798645, 2.485399797080845e-08, 5.7120167184621096e-05, 0.0003954827261622995, 4.633299613487907e-05, 9.252955351257697e-06]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? pathology']}",2.0,,,,,
modality,"['What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",540fa97f-a695-4ff6-96ea-fb1c2564bea5,light microscopy,1,"{'pred': [1], 'probs': [[1.518224053143058e-07, 0.9999985694885254, 1.0530195595492842e-06, 1.853710358545868e-07]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",2.0,,,,,
modality,"['What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",8474f401-52c8-4ff5-999d-10bc9ece8522,light microscopy,1,"{'pred': [1], 'probs': [[7.4800700531341136e-06, 0.9999924898147583, 3.1371666153745537e-08, 2.164781776059499e-08]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",2.0,,,,,
domain,"['What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? biology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? dermatology', 'What is the most likely field of study this micrograph would be used for? cytology', 'What is the most likely field of study this micrograph would be used for? none of the above']",a469627a-4a73-4395-b242-29c15d8ec1f5,pathology,0,"{'pred': [0], 'probs': [[0.999589741230011, 0.0003047362552024424, 2.3930360839585774e-06, 5.396329015638912e-06, 7.498785271309316e-05, 2.2746346076019108e-05]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? pathology']}",2.0,,,,,
submodality,"['What is the most likely microscopy submodality used to acquire this image? polarized light microscopy', 'What is the most likely microscopy submodality used to acquire this image? differential interference contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? synthetic', 'What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? darkfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",b2d7bafe-e4aa-4037-bd42-c52258874046,brightfield microscopy,3,"{'pred': [3], 'probs': [[9.910916560329497e-05, 1.0309816389053594e-05, 4.237649520177911e-08, 0.999795138835907, 9.493497054791078e-05, 5.954229891358409e-07]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy']}",2.0,,,,,
stain,"['What is the most likely technique used to stain this micrograph? Papanicolaou', 'What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? Congo Red', 'What is the most likely technique used to stain this micrograph? synthetic', 'What is the most likely technique used to stain this micrograph? None', 'What is the most likely technique used to stain this micrograph? none of the above']",ab4c332f-4fa7-40d3-b57e-7c06d531d595,IHC(HDab),1,"{'pred': [1], 'probs': [[5.49767150914704e-07, 0.9998737573623657, 2.6728665034170263e-05, 4.0529170064473874e-07, 6.272748123592464e-06, 9.237852646037936e-05]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",2.0,,,,,
stain,"['What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? Wright-Giemsa', 'What is the most likely technique used to stain this micrograph? H&E', 'What is the most likely technique used to stain this micrograph? Toluidine Blue', 'What is the most likely technique used to stain this micrograph? None', 'What is the most likely technique used to stain this micrograph? none of the above']",7926000d-80c9-4695-8654-d7b4921174df,IHC(HDab),0,"{'pred': [0], 'probs': [[0.9995947480201721, 8.312013051181566e-07, 2.136731154678273e-06, 1.961908310477156e-06, 2.5596124032745138e-05, 0.00037474738201126456]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",2.0,,,,,
stain,"['What is the most likely technique used to stain this micrograph? Papanicolaou', 'What is the most likely technique used to stain this micrograph? IHC(Red)', 'What is the most likely technique used to stain this micrograph? PAS', 'What is the most likely technique used to stain this micrograph? synthetic', 'What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? none of the above']",c36f4b36-9082-410f-9549-f544e10332c8,IHC(HDab),4,"{'pred': [4], 'probs': [[0.011426419019699097, 0.0001163487249868922, 4.5650978108824347e-07, 5.237405389380001e-07, 0.988415002822876, 4.1285315091954544e-05]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",2.0,,,,,
modality,"['What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",c8366e95-b85f-4654-81dc-16bda0e3b695,light microscopy,2,"{'pred': [2], 'probs': [[1.6933131519181188e-07, 4.283307930563751e-07, 0.9999991655349731, 2.3082377254013409e-07]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",2.0,,,,,
stain,"['What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? IHC(Red)', 'What is the most likely technique used to stain this micrograph? PAS', 'What is the most likely technique used to stain this micrograph? None', 'What is the most likely technique used to stain this micrograph? Gram', 'What is the most likely technique used to stain this micrograph? none of the above']",8264421e-4344-473a-8fd0-de48bca62c17,IHC(HDab),0,"{'pred': [0], 'probs': [[0.9953346848487854, 0.004137992858886719, 1.9145245460094884e-05, 0.00011665284546324983, 0.0001879971387097612, 0.00020363932708278298]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",2.0,,,,,
