,question_class,questions,image_id,correct_answer,correct_idx,model_answers,microns_per_pixel,domain,subdomain,modality,submodality,normal_or_abnormal
12,stain,"['What is the most likely technique used to stain this micrograph? Alcian Blue', 'What is the most likely technique used to stain this micrograph? IHC(Red)', 'What is the most likely technique used to stain this micrograph? Papanicolaou', 'What is the most likely technique used to stain this micrograph? Ziehl-Neelsen', 'What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? none of the above']",c4386633-5cea-46d2-97c4-07d00293a22f,IHC(HDab),4,"{'pred': [4], 'probs': [[1.1084050584031502e-06, 0.0001018106922856532, 5.15935716975946e-05, 0.00016160160885192454, 0.8649301528930664, 0.1347537636756897]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",none,none,none,none,none,none
13,subdomain,"['What is the most likely subfield of study this micrograph would be used for? cardiovascular pathology', 'What is the most likely subfield of study this micrograph would be used for? hematopathology', 'What is the most likely subfield of study this micrograph would be used for? endocrine pathology', 'What is the most likely subfield of study this micrograph would be used for? neuropathology', 'What is the most likely subfield of study this micrograph would be used for? hepatobiliary pathology', 'What is the most likely subfield of study this micrograph would be used for? none of the above']",c4386633-5cea-46d2-97c4-07d00293a22f,neuropathology,3,"{'pred': [3], 'probs': [[0.0005467721493914723, 0.0009760010871104896, 0.008562243543565273, 0.9532044529914856, 0.0169525146484375, 0.019758012145757675]], 'pred_prompt': ['What is the most likely subfield of study this micrograph would be used for? neuropathology']}",none,none,none,none,none,none
14,submodality,"['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? darkfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? mixed', 'What is the most likely microscopy submodality used to acquire this image? synthetic', 'What is the most likely microscopy submodality used to acquire this image? phase contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",c4386633-5cea-46d2-97c4-07d00293a22f,brightfield microscopy,0,"{'pred': [0], 'probs': [[0.9332542419433594, 0.017375212162733078, 0.0011176607804372907, 0.0002425668790237978, 0.008982612751424313, 0.03902769833803177]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy']}",none,none,none,none,none,none
15,domain,"['What is the most likely field of study this micrograph would be used for? cytology', 'What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? biology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? none of the above']",37147055-eff9-4051-9303-0e601a7f727f,pathology,4,"{'pred': [3], 'probs': [[0.006055600009858608, 0.0005663708434440196, 0.00015616591554135084, 0.876812219619751, 0.09500344842672348, 0.021406199783086777]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? biology']}",none,none,none,none,none,none
16,modality,"['What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",37147055-eff9-4051-9303-0e601a7f727f,light microscopy,2,"{'pred': [2], 'probs': [[0.0765511766076088, 9.591050911694765e-06, 0.9156355857849121, 0.007803596556186676]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",none,none,none,none,none,none
17,stain,"['What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? synthetic', 'What is the most likely technique used to stain this micrograph? Ziehl-Neelsen', 'What is the most likely technique used to stain this micrograph? Wright-Giemsa', 'What is the most likely technique used to stain this micrograph? Toluidine Blue', 'What is the most likely technique used to stain this micrograph? none of the above']",37147055-eff9-4051-9303-0e601a7f727f,IHC(HDab),0,"{'pred': [0], 'probs': [[0.9970454573631287, 0.0002067280001938343, 1.6823791156639345e-05, 4.47111538903755e-08, 8.73161570780212e-06, 0.0027222761418670416]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",none,none,none,none,none,none
18,subdomain,"['What is the most likely subfield of study this micrograph would be used for? autopsy pathology', 'What is the most likely subfield of study this micrograph would be used for? breast pathology', 'What is the most likely subfield of study this micrograph would be used for? nephropathology', 'What is the most likely subfield of study this micrograph would be used for? hepatobiliary pathology', 'What is the most likely subfield of study this micrograph would be used for? neuropathology', 'What is the most likely subfield of study this micrograph would be used for? none of the above']",37147055-eff9-4051-9303-0e601a7f727f,neuropathology,4,"{'pred': [4], 'probs': [[0.36832910776138306, 0.002054939977824688, 0.00030060095014050603, 8.543839794583619e-05, 0.626575231552124, 0.002654744079336524]], 'pred_prompt': ['What is the most likely subfield of study this micrograph would be used for? neuropathology']}",none,none,none,none,none,none
19,submodality,"['What is the most likely microscopy submodality used to acquire this image? synthetic', 'What is the most likely microscopy submodality used to acquire this image? polarized light microscopy', 'What is the most likely microscopy submodality used to acquire this image? darkfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? mixed', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",37147055-eff9-4051-9303-0e601a7f727f,brightfield microscopy,3,"{'pred': [3], 'probs': [[0.0017841241788119078, 0.022800512611865997, 0.013572934083640575, 0.8595592379570007, 0.004541258793324232, 0.09774190187454224]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy']}",none,none,none,none,none,none
20,domain,"['What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? dermatology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? cytology', 'What is the most likely field of study this micrograph would be used for? none of the above']",6f825f6c-3716-43c2-b3e7-f09643f6f49e,pathology,3,"{'pred': [3], 'probs': [[0.0005103120347484946, 0.12212353944778442, 0.00016981540829874575, 0.6131818294525146, 0.02422492764890194, 0.23978951573371887]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? pathology']}",none,none,none,none,none,none
21,modality,"['What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",6f825f6c-3716-43c2-b3e7-f09643f6f49e,light microscopy,1,"{'pred': [0], 'probs': [[0.6746940612792969, 0.3247266411781311, 8.228360002249246e-07, 0.0005784863024018705]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? electron microscopy']}",none,none,none,none,none,none
22,stain,"['What is the most likely technique used to stain this micrograph? Wright-Giemsa', 'What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? synthetic', 'What is the most likely technique used to stain this micrograph? Masson Trichrome', 'What is the most likely technique used to stain this micrograph? PAS', 'What is the most likely technique used to stain this micrograph? none of the above']",6f825f6c-3716-43c2-b3e7-f09643f6f49e,IHC(HDab),1,"{'pred': [1], 'probs': [[8.197906936402433e-06, 0.9906126260757446, 0.0017142558936029673, 6.335827151815465e-07, 2.0307244994910434e-05, 0.007644027005881071]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",none,none,none,none,none,none
23,subdomain,"['What is the most likely subfield of study this micrograph would be used for? surgical pathology', 'What is the most likely subfield of study this micrograph would be used for? pancreatic pathology', 'What is the most likely subfield of study this micrograph would be used for? breast pathology', 'What is the most likely subfield of study this micrograph would be used for? neuropathology', 'What is the most likely subfield of study this micrograph would be used for? infectious disease pathology', 'What is the most likely subfield of study this micrograph would be used for? none of the above']",6f825f6c-3716-43c2-b3e7-f09643f6f49e,neuropathology,3,"{'pred': [3], 'probs': [[0.02164333686232567, 0.00010435724107082933, 0.0012420682469382882, 0.8346788883209229, 0.13484157621860504, 0.007489759009331465]], 'pred_prompt': ['What is the most likely subfield of study this micrograph would be used for? neuropathology']}",none,none,none,none,none,none
24,submodality,"['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? phase contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? darkfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? synthetic', 'What is the most likely microscopy submodality used to acquire this image? mixed', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",6f825f6c-3716-43c2-b3e7-f09643f6f49e,brightfield microscopy,0,"{'pred': [0], 'probs': [[0.9584349393844604, 0.025496598333120346, 0.0038699202705174685, 0.0005434140330180526, 0.0005617310525849462, 0.011093477718532085]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy']}",none,none,none,none,none,none
25,domain,"['What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? biology', 'What is the most likely field of study this micrograph would be used for? dermatology', 'What is the most likely field of study this micrograph would be used for? none of the above']",9491fa62-d3d5-4324-a98f-c62529994a93,pathology,2,"{'pred': [3], 'probs': [[1.509854610048933e-05, 0.00011505604925332591, 0.007888870313763618, 0.9458298087120056, 6.989691610215232e-05, 0.04608118161559105]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? biology']}",none,none,none,none,none,none
26,modality,"['What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",9491fa62-d3d5-4324-a98f-c62529994a93,light microscopy,0,"{'pred': [0], 'probs': [[0.7573181390762329, 0.22198264300823212, 2.3897890059743077e-05, 0.020675266161561012]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",none,none,none,none,none,none
27,stain,"['What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? Toluidine Blue', 'What is the most likely technique used to stain this micrograph? Alcian Blue', 'What is the most likely technique used to stain this micrograph? Wright-Giemsa', 'What is the most likely technique used to stain this micrograph? IHC(Red)', 'What is the most likely technique used to stain this micrograph? none of the above']",9491fa62-d3d5-4324-a98f-c62529994a93,IHC(HDab),0,"{'pred': [0], 'probs': [[0.8065446615219116, 0.0019892891868948936, 5.457662609842373e-06, 1.2699488252110314e-06, 0.0001248133776243776, 0.19133451581001282]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",none,none,none,none,none,none
28,subdomain,"['What is the most likely subfield of study this micrograph would be used for? renal and medical kidney pathology', 'What is the most likely subfield of study this micrograph would be used for? oral pathology', 'What is the most likely subfield of study this micrograph would be used for? infectious disease pathology', 'What is the most likely subfield of study this micrograph would be used for? neuropathology', 'What is the most likely subfield of study this micrograph would be used for? pulmonary and pleural pathology', 'What is the most likely subfield of study this micrograph would be used for? none of the above']",9491fa62-d3d5-4324-a98f-c62529994a93,neuropathology,3,"{'pred': [3], 'probs': [[6.536431465065107e-05, 0.0009673814638517797, 0.0382135845720768, 0.9528846740722656, 2.4668530386406928e-05, 0.007844369858503342]], 'pred_prompt': ['What is the most likely subfield of study this micrograph would be used for? neuropathology']}",none,none,none,none,none,none
29,submodality,"['What is the most likely microscopy submodality used to acquire this image? synthetic', 'What is the most likely microscopy submodality used to acquire this image? phase contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? darkfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? mixed', 'What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",9491fa62-d3d5-4324-a98f-c62529994a93,brightfield microscopy,4,"{'pred': [4], 'probs': [[0.00022048118989914656, 0.004322458058595657, 0.007318902760744095, 0.0003204185049980879, 0.9795016646385193, 0.008316133171319962]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy']}",none,none,none,none,none,none
30,domain,"['What is the most likely field of study this micrograph would be used for? biology', 'What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? cytology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? none of the above']",28f4ec33-eb27-4150-adaf-d7bdea8f6871,pathology,4,"{'pred': [0], 'probs': [[0.9469879865646362, 8.199776857509278e-06, 0.0003009888459928334, 0.004398970399051905, 0.02449733205139637, 0.0238066166639328]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? biology']}",none,none,none,none,none,none
31,modality,"['What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",28f4ec33-eb27-4150-adaf-d7bdea8f6871,light microscopy,0,"{'pred': [0], 'probs': [[0.9481340050697327, 1.4530130556522636e-06, 0.04813382774591446, 0.003730674972757697]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",none,none,none,none,none,none
32,stain,"['What is the most likely technique used to stain this micrograph? Gram', 'What is the most likely technique used to stain this micrograph? H&E', 'What is the most likely technique used to stain this micrograph? synthetic', 'What is the most likely technique used to stain this micrograph? Giemsa', 'What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? none of the above']",28f4ec33-eb27-4150-adaf-d7bdea8f6871,IHC(HDab),4,"{'pred': [4], 'probs': [[0.0024313312023878098, 4.266648375050863e-06, 0.016222909092903137, 0.0732477605342865, 0.8405241370201111, 0.06756967306137085]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",none,none,none,none,none,none
33,subdomain,"['What is the most likely subfield of study this micrograph would be used for? pediatric pathology', 'What is the most likely subfield of study this micrograph would be used for? cardiovascular pathology', 'What is the most likely subfield of study this micrograph would be used for? nephropathology', 'What is the most likely subfield of study this micrograph would be used for? gastrointestinal pathology', 'What is the most likely subfield of study this micrograph would be used for? neuropathology', 'What is the most likely subfield of study this micrograph would be used for? none of the above']",28f4ec33-eb27-4150-adaf-d7bdea8f6871,neuropathology,4,"{'pred': [4], 'probs': [[0.022742995992302895, 0.00012649924610741436, 0.0006645973771810532, 0.007468496914952993, 0.956913948059082, 0.01208355464041233]], 'pred_prompt': ['What is the most likely subfield of study this micrograph would be used for? neuropathology']}",none,none,none,none,none,none
34,submodality,"['What is the most likely microscopy submodality used to acquire this image? phase contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? darkfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? differential interference contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? mixed', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",28f4ec33-eb27-4150-adaf-d7bdea8f6871,brightfield microscopy,1,"{'pred': [1], 'probs': [[0.016104308888316154, 0.9518267512321472, 0.0037247450090944767, 0.018112018704414368, 0.0022537149488925934, 0.007978478446602821]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy']}",none,none,none,none,none,none
35,domain,"['What is the most likely field of study this micrograph would be used for? dermatology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? cytology', 'What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? none of the above']",fa6dccda-9ced-40cd-bac6-24a94009aeaf,pathology,4,"{'pred': [5], 'probs': [[0.08109498023986816, 0.008078401908278465, 0.0003549083776306361, 8.91104355105199e-06, 0.07566715776920319, 0.8347955942153931]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? none of the above']}",none,none,none,none,none,none
36,modality,"['What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",fa6dccda-9ced-40cd-bac6-24a94009aeaf,light microscopy,0,"{'pred': [0], 'probs': [[0.9906630516052246, 5.3254093472787645e-06, 0.006674818694591522, 0.002656786935403943]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",none,none,none,none,none,none
37,stain,"['What is the most likely technique used to stain this micrograph? Wright-Giemsa', 'What is the most likely technique used to stain this micrograph? Alcian Blue', 'What is the most likely technique used to stain this micrograph? H&E', 'What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? synthetic', 'What is the most likely technique used to stain this micrograph? none of the above']",fa6dccda-9ced-40cd-bac6-24a94009aeaf,IHC(HDab),3,"{'pred': [3], 'probs': [[2.2192527637798776e-07, 7.505538815166801e-05, 5.282704478304368e-07, 0.59632807970047, 0.0004249225603416562, 0.4031711220741272]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? IHC(HDab)']}",none,none,none,none,none,none
38,subdomain,"['What is the most likely subfield of study this micrograph would be used for? clinical pathology', 'What is the most likely subfield of study this micrograph would be used for? pulmonary and pleural pathology', 'What is the most likely subfield of study this micrograph would be used for? neuropathology', 'What is the most likely subfield of study this micrograph would be used for? breast pathology', 'What is the most likely subfield of study this micrograph would be used for? bone and soft tissue pathology', 'What is the most likely subfield of study this micrograph would be used for? none of the above']",fa6dccda-9ced-40cd-bac6-24a94009aeaf,neuropathology,2,"{'pred': [2], 'probs': [[0.040981948375701904, 0.0028550741262733936, 0.5384472012519836, 0.012177834287285805, 0.1335972398519516, 0.271940678358078]], 'pred_prompt': ['What is the most likely subfield of study this micrograph would be used for? neuropathology']}",none,none,none,none,none,none
39,submodality,"['What is the most likely microscopy submodality used to acquire this image? differential interference contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? mixed', 'What is the most likely microscopy submodality used to acquire this image? synthetic', 'What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? darkfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",fa6dccda-9ced-40cd-bac6-24a94009aeaf,brightfield microscopy,3,"{'pred': [3], 'probs': [[0.007018330506980419, 0.000353869516402483, 0.0004374959389679134, 0.964801549911499, 0.00629097456112504, 0.021097714081406593]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy']}",none,none,none,none,none,none
40,domain,"['What is the most likely field of study this micrograph would be used for? biology', 'What is the most likely field of study this micrograph would be used for? cytology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? none of the above']",ae0e6f03-f0fa-49b0-ba22-1dc0e0712a50,pathology,2,"{'pred': [0], 'probs': [[0.5237256288528442, 0.00243387627415359, 0.13409581780433655, 0.030941877514123917, 0.0004261330177541822, 0.3083766996860504]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? biology']}",none,none,none,none,none,none
41,modality,"['What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",ae0e6f03-f0fa-49b0-ba22-1dc0e0712a50,light microscopy,1,"{'pred': [1], 'probs': [[4.5660439354833215e-05, 0.8923918008804321, 0.009708249010145664, 0.09785423427820206]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",none,none,none,none,none,none
