,question_class,questions,image_id,correct_answer,correct_idx,model_answers,microns_per_pixel,domain,subdomain,modality,submodality,normal_or_abnormal
22,stain,"['What is the most likely technique used to stain this micrograph? PAS', 'What is the most likely technique used to stain this micrograph? Alcian Blue', 'What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? H&E', 'What is the most likely technique used to stain this micrograph? synthetic', 'What is the most likely technique used to stain this micrograph? none of the above']",4741be1b-9ec4-4e28-a36f-885338f343c1,H&E,3,"{'pred': [4], 'probs': [[0.04338503256440163, 0.008987346664071083, 0.16764821112155914, 0.09593626856803894, 0.5983090996742249, 0.08573401719331741]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? synthetic']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
23,subdomain,"['What is the most likely subfield of study this micrograph would be used for? nephropathology', 'What is the most likely subfield of study this micrograph would be used for? cardiovascular pathology', 'What is the most likely subfield of study this micrograph would be used for? infectious disease pathology', 'What is the most likely subfield of study this micrograph would be used for? forensic pathology', 'What is the most likely subfield of study this micrograph would be used for? autopsy pathology', 'What is the most likely subfield of study this micrograph would be used for? none of the above']",4741be1b-9ec4-4e28-a36f-885338f343c1,cardiovascular pathology,1,"{'pred': [4], 'probs': [[0.007774884346872568, 0.08173664659261703, 0.014504301361739635, 0.23296599090099335, 0.6603766083717346, 0.0026414948515594006]], 'pred_prompt': ['What is the most likely subfield of study this micrograph would be used for? autopsy pathology']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
24,submodality,"['What is the most likely microscopy submodality used to acquire this image? phase contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? synthetic', 'What is the most likely microscopy submodality used to acquire this image? polarized light microscopy', 'What is the most likely microscopy submodality used to acquire this image? darkfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",4741be1b-9ec4-4e28-a36f-885338f343c1,brightfield microscopy,4,"{'pred': [2], 'probs': [[0.015279865823686123, 0.003099772846326232, 0.7475623488426208, 0.0015222987858578563, 0.21065302193164825, 0.02188267931342125]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? polarized light microscopy']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
25,domain,"['What is the most likely field of study this micrograph would be used for? cytology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? biology', 'What is the most likely field of study this micrograph would be used for? dermatology', 'What is the most likely field of study this micrograph would be used for? none of the above']",006ae0ac-ee95-4e87-ac9c-50447384ffbc,pathology,1,"{'pred': [1], 'probs': [[0.00023365260858554393, 0.6493090987205505, 0.00014739630569238216, 0.1587735265493393, 0.0017643561586737633, 0.18977202475070953]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? pathology']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
26,modality,"['What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",006ae0ac-ee95-4e87-ac9c-50447384ffbc,light microscopy,2,"{'pred': [2], 'probs': [[0.00020448102441150695, 0.0010669318726286292, 0.9502598643302917, 0.04846872389316559]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
27,stain,"['What is the most likely technique used to stain this micrograph? Gram', 'What is the most likely technique used to stain this micrograph? Congo Red', 'What is the most likely technique used to stain this micrograph? IHC(Red)', 'What is the most likely technique used to stain this micrograph? H&E', 'What is the most likely technique used to stain this micrograph? Papanicolaou', 'What is the most likely technique used to stain this micrograph? none of the above']",006ae0ac-ee95-4e87-ac9c-50447384ffbc,H&E,3,"{'pred': [3], 'probs': [[0.00015432134387083352, 0.008722716942429543, 0.14250053465366364, 0.5539090037345886, 0.00023202683951240033, 0.29448145627975464]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? H&E']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
28,subdomain,"['What is the most likely subfield of study this micrograph would be used for? gynecologic pathology', 'What is the most likely subfield of study this micrograph would be used for? renal and medical kidney pathology', 'What is the most likely subfield of study this micrograph would be used for? autopsy pathology', 'What is the most likely subfield of study this micrograph would be used for? cardiovascular pathology', 'What is the most likely subfield of study this micrograph would be used for? gastrointestinal pathology', 'What is the most likely subfield of study this micrograph would be used for? none of the above']",006ae0ac-ee95-4e87-ac9c-50447384ffbc,cardiovascular pathology,3,"{'pred': [3], 'probs': [[0.00021156735601834953, 1.6652826161589473e-05, 0.12321631610393524, 0.8660000562667847, 0.0001801249891286716, 0.010375353507697582]], 'pred_prompt': ['What is the most likely subfield of study this micrograph would be used for? cardiovascular pathology']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
29,submodality,"['What is the most likely microscopy submodality used to acquire this image? mixed', 'What is the most likely microscopy submodality used to acquire this image? synthetic', 'What is the most likely microscopy submodality used to acquire this image? phase contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? differential interference contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",006ae0ac-ee95-4e87-ac9c-50447384ffbc,brightfield microscopy,4,"{'pred': [4], 'probs': [[0.004270270466804504, 0.006349699571728706, 0.10382191836833954, 0.046420518308877945, 0.8024269938468933, 0.03671051934361458]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? brightfield microscopy']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
30,domain,"['What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? cytology', 'What is the most likely field of study this micrograph would be used for? dermatology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? none of the above']",dbe05db0-aab3-47d5-85be-e266b5132f3b,pathology,3,"{'pred': [3], 'probs': [[0.005666571203619242, 0.001762084080837667, 0.00010743554594228044, 0.8596148490905762, 3.886857484758366e-06, 0.1328451782464981]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? pathology']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
31,modality,"['What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",dbe05db0-aab3-47d5-85be-e266b5132f3b,light microscopy,1,"{'pred': [1], 'probs': [[0.009658748283982277, 0.9168287515640259, 0.00041516192140989006, 0.07309731841087341]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
32,stain,"['What is the most likely technique used to stain this micrograph? synthetic', 'What is the most likely technique used to stain this micrograph? IHC(HDab)', 'What is the most likely technique used to stain this micrograph? H&E', 'What is the most likely technique used to stain this micrograph? IHC(Red)', 'What is the most likely technique used to stain this micrograph? Papanicolaou', 'What is the most likely technique used to stain this micrograph? none of the above']",dbe05db0-aab3-47d5-85be-e266b5132f3b,H&E,2,"{'pred': [0], 'probs': [[0.42503318190574646, 0.0975552499294281, 0.32800447940826416, 0.13635601103305817, 2.6070909370901063e-05, 0.013025005348026752]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? synthetic']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
33,subdomain,"['What is the most likely subfield of study this micrograph would be used for? cardiovascular pathology', 'What is the most likely subfield of study this micrograph would be used for? hematopathology', 'What is the most likely subfield of study this micrograph would be used for? pulmonary and pleural pathology', 'What is the most likely subfield of study this micrograph would be used for? neuropathology', 'What is the most likely subfield of study this micrograph would be used for? gastrointestinal pathology', 'What is the most likely subfield of study this micrograph would be used for? none of the above']",dbe05db0-aab3-47d5-85be-e266b5132f3b,cardiovascular pathology,0,"{'pred': [0], 'probs': [[0.8893524408340454, 0.08424938470125198, 0.005558397155255079, 0.0033064899034798145, 0.0003967672528233379, 0.017136618494987488]], 'pred_prompt': ['What is the most likely subfield of study this micrograph would be used for? cardiovascular pathology']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
34,submodality,"['What is the most likely microscopy submodality used to acquire this image? mixed', 'What is the most likely microscopy submodality used to acquire this image? brightfield microscopy', 'What is the most likely microscopy submodality used to acquire this image? polarized light microscopy', 'What is the most likely microscopy submodality used to acquire this image? synthetic', 'What is the most likely microscopy submodality used to acquire this image? phase contrast microscopy', 'What is the most likely microscopy submodality used to acquire this image? none of the above']",dbe05db0-aab3-47d5-85be-e266b5132f3b,brightfield microscopy,1,"{'pred': [2], 'probs': [[0.005328820552676916, 0.359038770198822, 0.45083996653556824, 0.005322969518601894, 0.16198864579200745, 0.017480796203017235]], 'pred_prompt': ['What is the most likely microscopy submodality used to acquire this image? polarized light microscopy']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
35,domain,"['What is the most likely field of study this micrograph would be used for? dermatology', 'What is the most likely field of study this micrograph would be used for? radiology', 'What is the most likely field of study this micrograph would be used for? ophthalmology', 'What is the most likely field of study this micrograph would be used for? biology', 'What is the most likely field of study this micrograph would be used for? pathology', 'What is the most likely field of study this micrograph would be used for? none of the above']",76639c47-6192-4a64-b4fd-3a9851a9a77e,pathology,4,"{'pred': [4], 'probs': [[0.0014982924330979586, 0.001301371492445469, 1.467180823055969e-06, 0.07505080848932266, 0.8678430318832397, 0.05430499091744423]], 'pred_prompt': ['What is the most likely field of study this micrograph would be used for? pathology']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
36,modality,"['What is the most likely microscopy modality used to acquire this image? fluorescence microscopy', 'What is the most likely microscopy modality used to acquire this image? light microscopy', 'What is the most likely microscopy modality used to acquire this image? electron microscopy', 'What is the most likely microscopy modality used to acquire this image? none of the above']",76639c47-6192-4a64-b4fd-3a9851a9a77e,light microscopy,1,"{'pred': [1], 'probs': [[9.084110934054479e-05, 0.9760758876800537, 0.009771404787898064, 0.014061901718378067]], 'pred_prompt': ['What is the most likely microscopy modality used to acquire this image? light microscopy']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
37,stain,"['What is the most likely technique used to stain this micrograph? Basic fuchsin', 'What is the most likely technique used to stain this micrograph? Wright-Giemsa', 'What is the most likely technique used to stain this micrograph? Ziehl-Neelsen', 'What is the most likely technique used to stain this micrograph? H&E', 'What is the most likely technique used to stain this micrograph? Papanicolaou', 'What is the most likely technique used to stain this micrograph? none of the above']",76639c47-6192-4a64-b4fd-3a9851a9a77e,H&E,3,"{'pred': [3], 'probs': [[0.002925061620771885, 2.800994991503103e-07, 0.012304451316595078, 0.9173930287361145, 3.505059430608526e-05, 0.06734202057123184]], 'pred_prompt': ['What is the most likely technique used to stain this micrograph? H&E']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
38,subdomain,"['What is the most likely subfield of study this micrograph would be used for? neuropathology', 'What is the most likely subfield of study this micrograph would be used for? surgical pathology', 'What is the most likely subfield of study this micrograph would be used for? hepatobiliary pathology', 'What is the most likely subfield of study this micrograph would be used for? cardiovascular pathology', 'What is the most likely subfield of study this micrograph would be used for? oral pathology', 'What is the most likely subfield of study this micrograph would be used for? none of the above']",76639c47-6192-4a64-b4fd-3a9851a9a77e,cardiovascular pathology,3,"{'pred': [3], 'probs': [[0.0029406691901385784, 0.42654529213905334, 0.000553244084585458, 0.5336094498634338, 0.0005178021383471787, 0.03583357110619545]], 'pred_prompt': ['What is the most likely subfield of study this micrograph would be used for? cardiovascular pathology']}",2.0,pathology,cardiovascular pathology,light microscopy,brightfield microscopy,none
